genome_id	genome_name	taxon_id	antibiotic	resistant_phenotype	measurement	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_method_version	laboratory_typing_platform	vendor	testing_standard	testing_standard_year	source
562.42712	Escherichia coli strain 316	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42712	Escherichia coli strain 316	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42712	Escherichia coli strain 316	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42712	Escherichia coli strain 316	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42712	Escherichia coli strain 316	562	piperacillin/tazobactam	Susceptible	4/4	<=	4/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42712	Escherichia coli strain 316	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42712	Escherichia coli strain 316	562	tobramycin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42712	Escherichia coli strain 316	562	trimethoprim/sulfamethoxazole	Resistant	16/304	>=	16/304	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	amikacin	Susceptible	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	amoxicillin/clavulanic acid	Resistant	32/16	>=	32/16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	cefazolin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	cefepime	Susceptible	8	=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	cefoxitin	Intermediate	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	ceftazidime	Resistant	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	ciprofloxacin	Resistant	4	>=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	gentamicin	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	piperacillin/tazobactam	Susceptible	8/4	=	8/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	tobramycin	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42713	Escherichia coli strain 317	562	trimethoprim/sulfamethoxazole	Resistant	16/304	>=	16/304	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	amikacin	Susceptible	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	amoxicillin/clavulanic acid	Resistant	32/16	>=	32/16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	cefepime	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	cefoxitin	Resistant	32	=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	ceftazidime	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	ciprofloxacin	Resistant	4	>=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	gentamicin	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	piperacillin/tazobactam	Intermediate	64/4	=	64/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	tobramycin	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42714	Escherichia coli strain 318	562	trimethoprim/sulfamethoxazole	Resistant	16/304	>=	16/304	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	amikacin	Susceptible	2	<=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	amoxicillin/clavulanic acid	Susceptible	4/2	=	4/2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	cefazolin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	cefepime	Susceptible	2	=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	cefoxitin	Susceptible	4	<=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	ceftazidime	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	ciprofloxacin	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	levofloxacin	Susceptible	0.12	<=	0.12	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	piperacillin/tazobactam	Susceptible	4/4	<=	4/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	tobramycin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42715	Escherichia coli strain 319	562	trimethoprim/sulfamethoxazole	Susceptible	1/19	<=	1/19	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	amikacin	Susceptible	2	<=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	amoxicillin/clavulanic acid	Intermediate	16/8	=	16/8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	cefazolin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	cefepime	Susceptible	2	=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	cefoxitin	Susceptible	4	<=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	ceftazidime	Susceptible	4	=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	ciprofloxacin	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	levofloxacin	Susceptible	1	=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	piperacillin/tazobactam	Intermediate	64/4	=	64/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	tobramycin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42716	Escherichia coli strain 325	562	trimethoprim/sulfamethoxazole	Resistant	16/304	>=	16/304	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	amikacin	Susceptible	2	<=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	amoxicillin/clavulanic acid	Susceptible	4/2	=	4/2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	cefazolin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	cefepime	Susceptible	2	=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	cefoxitin	Susceptible	4	<=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	ceftazidime	Intermediate	8	=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	ciprofloxacin	Intermediate	0.5	=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	piperacillin/tazobactam	Susceptible	4/4	<=	4/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	tobramycin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42717	Escherichia coli strain 326	562	trimethoprim/sulfamethoxazole	Resistant	16/304	>=	16/304	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	amikacin	Susceptible	4	=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	amoxicillin/clavulanic acid	Intermediate	16/8	=	16/8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	cefazolin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	cefepime	Susceptible	2	=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	cefoxitin	Susceptible	4	<=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	ceftazidime	Susceptible	4	=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	ciprofloxacin	Resistant	4	>=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	gentamicin	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	piperacillin/tazobactam	Susceptible	4/4	<=	4/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	tobramycin	Intermediate	8	=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42718	Escherichia coli strain 327	562	trimethoprim/sulfamethoxazole	Susceptible	1/19	<=	1/19	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	amikacin	Susceptible	2	<=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	amoxicillin/clavulanic acid	Susceptible	4/2	=	4/2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	cefepime	Susceptible	2	=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	cefoxitin	Susceptible	4	<=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	ceftazidime	Susceptible	4	=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	ceftriaxone	Resistant	32	=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	ciprofloxacin	Resistant	4	>=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	piperacillin/tazobactam	Susceptible	4/4	<=	4/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	tobramycin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42719	Escherichia coli strain 337	562	trimethoprim/sulfamethoxazole	Resistant	16/304	>=	16/304	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	amikacin	Susceptible	2	<=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	amoxicillin/clavulanic acid	Resistant	32/16	>=	32/16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	cefepime	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	cefoxitin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	ceftazidime	Resistant	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	ceftriaxone	Resistant	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	ciprofloxacin	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	levofloxacin	Susceptible	0.12	<=	0.12	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	piperacillin/tazobactam	Susceptible	8/4	=	8/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	tobramycin	Susceptible	1.0	<=	1.0	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42721	Escherichia coli strain 343	562	trimethoprim/sulfamethoxazole	Susceptible	1/19	<=	1/19	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	amikacin	Susceptible	2	<=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	amoxicillin/clavulanic acid	Susceptible	4/2	=	4/2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	cefazolin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	cefepime	Susceptible	8	=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	cefoxitin	Susceptible	8	=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	ceftazidime	Resistant	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	ciprofloxacin	Resistant	4	>=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	piperacillin/tazobactam	Susceptible	4/4	<=	4/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	tobramycin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42722	Escherichia coli strain 344	562	trimethoprim/sulfamethoxazole	Resistant	16/304	>=	16/304	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	amikacin	Susceptible	2	<=	2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	amoxicillin/clavulanic acid	Susceptible	4/2	=	4/2	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	ampicillin	Resistant	32	>=	32	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	cefazolin	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	cefepime	Susceptible	4	=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	cefoxitin	Intermediate	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	ceftazidime	Resistant	16	=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	ceftriaxone	Resistant	64	>=	64	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	ciprofloxacin	Resistant	4	>=	4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	ertapenem	Susceptible	0.5	<=	0.5	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	gentamicin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	levofloxacin	Resistant	8	>=	8	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	meropenem	Susceptible	0.25	<=	0.25	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	nitrofurantoin	Susceptible	16	<=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	piperacillin/tazobactam	Susceptible	4/4	<=	4/4	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	tetracycline	Resistant	16	>=	16	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	tobramycin	Susceptible	1	<=	1	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.42723	Escherichia coli strain 347	562	trimethoprim/sulfamethoxazole	Susceptible	1/19	<=	1/19	mg/L	Broth dilution		VITEK 2	BioMerieux	CLSI		
562.56779	Escherichia coli strain 349-14	562	ampicillin	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56779	Escherichia coli strain 349-14	562	cefotaxime	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56779	Escherichia coli strain 349-14	562	cefoxitin	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56779	Escherichia coli strain 349-14	562	ceftazidime	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56779	Escherichia coli strain 349-14	562	colistin	Susceptible					Disk diffusion			Oxoid	EUCAST		
562.56779	Escherichia coli strain 349-14	562	imipenem	Susceptible					Disk diffusion			Oxoid	EUCAST		
562.56779	Escherichia coli strain 349-14	562	meropenem	Susceptible					Disk diffusion			Oxoid	EUCAST		
562.56781	Escherichia coli strain 36-16	562	ampicillin	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56781	Escherichia coli strain 36-16	562	cefotaxime	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56781	Escherichia coli strain 36-16	562	cefoxitin	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56781	Escherichia coli strain 36-16	562	ceftazidime	Resistant					Disk diffusion			Oxoid	EUCAST		
562.56781	Escherichia coli strain 36-16	562	colistin	Susceptible					Disk diffusion			Oxoid	EUCAST		
